date,impressions reçues,impressions prises,revenu,key,inventaire,fillRate,cpm,site,emplacement,position,format,annonceur,impressions envoyees,discrepencies,impressions facturables,campagne
2017/03/10,2121,0,0,452900-57,AMS Market Place,0%,NA,Footpack,Footpack_728x90_ATF_RG,Haut,970 x 250,Rubicon,2265,6.36%,ND,ND
2017/03/10,3,0,0,452900-68,AMS Market Place,0%,NA,Footpack,Footpack_1x1_ATF_RG,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/10,7,0,0,420432-15,AMS Market Place,0%,NA,FFTT,FFTT_300x250_RG_ATF,Haut,300 x 250,Rubicon,9,22.22%,ND,ND
2017/03/10,28327,0,0,471996-68,AMS Market Place,0%,NA,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/11,26812,20113,15.04,395228-57,AMS Market Place,75.01%,0.75,Le Rugbynistere,Rugbynistere_728x90_RG_ATF,Haut,970 x 250,Rubicon,28097,4.57%,ND,ND
2017/03/11,24792,14159,10.99,395228-10,AMS Market Place,57.11%,0.78,Le Rugbynistere,Rugbynistere_300x250_RG_ATF,Haut,300 x 600,Rubicon,25411,2.44%,ND,ND
2017/03/11,15365,7179,5.95,394154-57,AMS Market Place,46.72%,0.83,Hockey Hebdo,HockeyHebdo_728x90_RG_ATF,Haut,970 x 250,Rubicon,14427,-6.50%,ND,ND
2017/03/11,24421,20617,5.66,395230-15,AMS Market Place,84.42%,0.27,Le Rugbynistere,Rugbynistere_300x250_RG_BTF,Bas,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,17283,16253,4.05,471998-10,AMS Market Place,94.04%,0.25,DZFoot,DZFoot_300x250_RG_BTF,Bas,300 x 600,Rubicon,18398,6.06%,ND,ND
2017/03/11,13375,5254,3.91,471996-10,AMS Market Place,39.28%,0.74,DZFoot,DZFoot_300x250_RG_ATF,Haut,300 x 600,Rubicon,14057,4.85%,ND,ND
2017/03/11,43482,14287,3.48,472004-15,AMS Market Place,32.86%,0.24,DZFOOT,DZFoot_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,9051,4636,3.47,392902-10,AMS Market Place,51.22%,0.75,8,9,10,11,12,NA,NA,ND,ND
2017/03/11,22686,16462,3.46,395230-2,AMS Market Place,72.56%,0.21,Le Rugbynistere,Rugbynistere_728x90_RG_BTF,Bas,728 x 90,Rubicon,NA,NA,ND,ND
2017/03/11,7713,4361,3.15,392902-57,AMS Market Place,56.54%,0.72,Les Violets,AllezTFC_728x90_RG_ATF,Haut,970 x 250,Rubicon,7962,3.13%,ND,ND
2017/03/11,14884,3488,2.55,394154-10,AMS Market Place,23.43%,0.73,Hockey Hebdo,HockeyHebdo_300x250_RG_ATF,Haut,300 x 600,Rubicon,NA,NA,ND,ND
2017/03/11,10465,4002,2.35,394008-57,AMS Market Place,38.24%,0.59,Handnews,Handnews_728x90_RG_ATF,Haut,970 x 250,Rubicon,10466,0.01%,ND,ND
2017/03/11,19491,3540,2.05,490612-15,AMS Market Place,18.16%,0.58,Mercato Football Club,MercatoFC_300x250_RG_BTF,Bas,300 x 250,Rubicon,18704,-4.21%,ND,ND
2017/03/11,16716,14725,1.96,471998-2,AMS Market Place,88.09%,0.13,DZFoot,DZFoot_728x90_RG_BTF,Bas,728 x 90,Rubicon,17727,5.70%,ND,ND
2017/03/11,50008,10518,1.71,472004-43,AMS Market Place,21.03%,0.16,DZFOOT,DZFoot_320x50_RG_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,18814,3520,1.67,460206-57,AMS Market Place,18.71%,0.47,Football Club de Marseille,FCMarseille_728x90_RG_ATF,Haut,970 x 250,Rubicon,18743,-0.38%,ND,ND
2017/03/11,14204,10407,1.64,413522-10,AMS Market Place,73.27%,0.16,Hockey Hebdo,HockeyHebdo_300x250_RG_2_BTF,STF,300 x 600,Rubicon,13458,-5.54%,ND,ND
2017/03/11,9997,2413,1.58,393188-10,AMS Market Place,24.14%,0.65,Rugby Transferts,RugbyTransferts_300x250_RG_ATF,Haut,300 x 600,Rubicon,10940,8.62%,ND,ND
2017/03/11,17711,2492,1.56,394008-10,AMS Market Place,14.07%,0.63,Handnews,Handnews_300x250_RG_ATF,Haut,300 x 600,Rubicon,18009,1.65%,ND,ND
2017/03/11,5902,2296,1.55,393322-57,AMS Market Place,38.90%,0.68,Cahiers du Football,CahierDuFootball_728x90_RG_ATF,Haut,970 x 250,Rubicon,6203,4.85%,ND,ND
2017/03/11,5377,1985,1.41,393322-10,AMS Market Place,36.92%,0.71,Cahiers du Football,CahierDuFootball_300x250_RG_ATF,Haut,300 x 600,Rubicon,5674,5.23%,ND,ND
2017/03/11,7974,6486,1.26,471996-58,AMS Market Place,81.34%,0.19,DZFoot,DZFoot_728x90_RG_ATF,Haut,1000 x 90,Rubicon,8383,4.88%,ND,ND
2017/03/11,10382,4668,1.25,395228-15,AMS Market Place,44.96%,0.27,Le Rugbynistere,Rugbynistere_300x250_RG_ATF,Haut,300 x 250,Rubicon,10633,2.36%,ND,ND
2017/03/11,11384,3828,1.19,392902-15,AMS Market Place,33.63%,0.31,Les Violets,AllezTFC_300x250_RG_ATF,Haut,300 x 250,Rubicon,9465,-20.27%,ND,ND
2017/03/11,8100,5159,1.07,393342-15,AMS Market Place,63.69%,0.21,Cahiers du Football,CahierDuFootball_300x250_RG_BTF,Bas,300 x 250,Rubicon,8566,5.44%,ND,ND
2017/03/11,11597,5569,1.05,392926-2,AMS Market Place,48.02%,0.19,Les Violets,AllezTFC_728x90_RG_BTF,Bas,728 x 90,Rubicon,12219,5.09%,ND,ND
2017/03/11,1834,1564,0.99,595708-10,AMS Market Place,85.28%,0.63,Allo Surf,AlloSurf_300x250_RG_ATF,Haut,300 x 600,Rubicon,NA,NA,ND,ND
2017/03/11,13966,12550,0.99,444938-15,AMS Market Place,89.86%,0.08,Le Rugbynistere,Rugbynistere_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,10511,2347,0.76,393188-2,AMS Market Place,22.33%,0.32,Rugby Transferts,RugbyTransferts_728x90_RG_ATF,Haut,728 x 90,Rubicon,11584,9.26%,ND,ND
2017/03/11,9435,3782,0.74,393210-10,AMS Market Place,40.08%,0.2,Rugby Transferts,RugbyTransferts_300x250_RG_BTF,Bas,300 x 600,Rubicon,10430,9.54%,ND,ND
2017/03/11,1852,969,0.72,477700-57,AMS Market Place,52.32%,0.74,Rugby Amateur,RugbyAmateur_728x90_RG_ATF,Haut,970 x 250,Rubicon,2016,8.13%,ND,ND
2017/03/11,7826,7724,0.7,471996-15,AMS Market Place,98.70%,0.09,DZFoot,DZFoot_300x250_RG_ATF,Haut,300 x 250,Rubicon,8121,3.63%,ND,ND
2017/03/11,10049,4799,0.69,394024-15,AMS Market Place,47.76%,0.14,Handnews,Handnews_300x250_RG_BTF,Bas,300 x 250,Rubicon,10062,0.13%,ND,ND
2017/03/11,12724,4095,0.66,394166-2,AMS Market Place,32.18%,0.16,Hockey Hebdo,HockeyHebdo_728x90_RG_BTF,Bas,728 x 90,Rubicon,12209,-4.22%,ND,ND
2017/03/11,1041,499,0.65,393178-10,AMS Market Place,47.93%,1.3,Allo Surf,AlloSurf_300x250_RG_ATF,Haut,300 x 600,Rubicon,1169,10.95%,ND,ND
2017/03/11,16727,3797,0.62,394466-15,AMS Market Place,22.70%,0.16,Le Rugbynistere,Rugbynistere_300x250_MOB,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,3061,2545,0.6,529908-10,AMS Market Place,83.14%,0.24,Le Sport Dauphinois,LeSportDauphinois_300x250_BTF_RG,Bas,300 x 600,Rubicon,2848,-7.48%,ND,ND
2017/03/11,19620,1116,0.57,473098-15,AMS Market Place,5.69%,0.51,Football Club de Marseille,FCMarseille_300x250_article_ATF,Haut,300 x 250,Rubicon,20124,2.50%,ND,ND
2017/03/11,4172,2744,0.56,569748-2,AMS Market Place,65.77%,0.2,Plongeur,Plongeur_728x90_RG_BTF,Bas,728 x 90,Rubicon,NA,NA,ND,ND
2017/03/11,8657,2829,0.54,497124-15,AMS Market Place,32.68%,0.19,Rugby Amateur,RugbyAmateur_320x50_RG_BTF-article,Bas,300 x 250,Rubicon,9614,9.95%,ND,ND
2017/03/11,6194,1894,0.54,395228-2,AMS Market Place,30.58%,0.29,Le Rugbynistere,Rugbynistere_728x90_RG_ATF,Haut,728 x 90,Rubicon,6699,7.54%,ND,ND
2017/03/11,11256,2024,0.52,394154-15,AMS Market Place,17.98%,0.26,Hockey Hebdo,HockeyHebdo_300x250_RG_ATF,Haut,300 x 250,Rubicon,11396,1.23%,ND,ND
2017/03/11,6268,1966,0.51,394400-15,AMS Market Place,31.37%,0.26,Handnews,Handnews_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,15211,1813,0.51,394008-15,AMS Market Place,11.92%,0.28,Handnews,Handnews_300x250_RG_ATF,Haut,300 x 250,Rubicon,15219,0.05%,ND,ND
2017/03/11,1656,712,0.5,392430-10,AMS Market Place,43.00%,0.7,Actu Rugby,ActuRugby_300x250_RG_ATF,Haut,300 x 600,Rubicon,1826,9.31%,ND,ND
2017/03/11,11071,950,0.49,460206-10,AMS Market Place,8.58%,0.52,Football Club de Marseille,FCMarseille_300x250_RG_ATF,Haut,300 x 600,Rubicon,11391,2.81%,ND,ND
2017/03/11,91672,2885,0.45,460250-15,AMS Market Place,3.15%,0.16,Football Club de Marseille,FCMarseille_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,7484,1697,0.44,393188-15,AMS Market Place,22.68%,0.26,Rugby Transferts,RugbyTransferts_300x250_RG_ATF,Haut,300 x 250,Rubicon,7584,1.32%,ND,ND
2017/03/11,1543,1466,0.43,587624-10,AMS Market Place,95.01%,0.29,DZFoot,DZFoot_300x250_RG_ATF,Haut,300 x 600,Rubicon,NA,NA,ND,ND
2017/03/11,4348,3250,0.42,529908-2,AMS Market Place,74.75%,0.13,Le Sport Dauphinois,LeSportDauphinois_728x90_BTF_RG,Bas,728 x 90,Rubicon,4111,-5.77%,ND,ND
2017/03/11,3305,1096,0.38,392902-2,AMS Market Place,33.16%,0.35,Les Violets,AllezTFC_728x90_RG_ATF,Haut,728 x 90,Rubicon,3352,1.40%,ND,ND
2017/03/11,1349,496,0.38,529906-10,AMS Market Place,36.77%,0.77,Le Sport Dauphinois,LeSportDauphinois_300x250_ATF_RG,Haut,300 x 600,Rubicon,1253,-7.66%,ND,ND
2017/03/11,3670,1853,0.34,477702-2,AMS Market Place,50.49%,0.18,Rugby Amateur,RugbyAmateur_728x90_RG_BTF,Bas,728 x 90,Rubicon,3918,6.33%,ND,ND
2017/03/11,1023,538,0.33,392430-57,AMS Market Place,52.59%,0.61,Actu Rugby,ActuRugby_728x90_RG_ATF,Haut,970 x 250,Rubicon,1118,8.50%,ND,ND
2017/03/11,660,320,0.31,393766-10,AMS Market Place,48.48%,0.97,Trimes,Trimes_300x250_RG_ATF,Haut,300 x 600,Rubicon,290,-127.59%,ND,ND
2017/03/11,5555,1805,0.31,394398-43,AMS Market Place,32.49%,0.17,Allo Surf,AlloSurf_320x50_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,8869,2008,0.31,393210-2,AMS Market Place,22.64%,0.15,Rugby Transferts,RugbyTransferts_728x90_RG_BTF,Bas,728 x 90,Rubicon,9847,9.93%,ND,ND
2017/03/11,2160,1551,0.28,392466-15,AMS Market Place,71.81%,0.18,Actu Rugby,ActuRugby_300x250_RG_BTF,Bas,300 x 250,Rubicon,2518,14.22%,ND,ND
2017/03/11,6490,1019,0.28,394008-2,AMS Market Place,15.70%,0.27,Handnews,Handnews_728x90_RG_ATF,Haut,728 x 90,Rubicon,6463,-0.42%,ND,ND
2017/03/11,20653,1662,0.27,394466-43,AMS Market Place,8.05%,0.16,Le Rugbynistere,Rugbynistere_320x50_MOB_ATF,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,425,184,0.26,393178-57,AMS Market Place,43.29%,1.41,Allo Surf,AlloSurf_728x90_RG_ATF,Haut,970 x 250,Rubicon,524,18.89%,ND,ND
2017/03/11,3520,774,0.26,393322-2,AMS Market Place,21.99%,0.34,Cahiers du Football,CahierDuFootball_728x90_RG_ATF,Haut,728 x 90,Rubicon,3606,2.38%,ND,ND
2017/03/11,3254,334,0.23,393782-10,AMS Market Place,10.26%,0.69,Footito,Footito_300x250_RG_ATF,Haut,300 x 600,Rubicon,3327,2.19%,ND,ND
2017/03/11,3155,2018,0.23,569746-55,AMS Market Place,63.96%,0.11,Plongeur,Plongeur_728x90_RG_ATF,Haut,970 x 90,Rubicon,NA,NA,ND,ND
2017/03/11,8505,1535,0.22,394190-15,AMS Market Place,18.05%,0.14,Actu Rugby,ActuRugby_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,8145,766,0.22,394154-2,AMS Market Place,9.40%,0.29,Hockey Hebdo,HockeyHebdo_728x90_RG_ATF,Haut,728 x 90,Rubicon,8186,0.50%,ND,ND
2017/03/11,932,491,0.22,393766-2,AMS Market Place,52.68%,0.45,Trimes,Trimes_728x90_RG_ATF,Haut,728 x 90,Rubicon,1022,8.81%,ND,ND
2017/03/11,10048,405,0.2,460206-15,AMS Market Place,4.03%,0.49,Football Club de Marseille,FCMarseille_300x250_RG_ATF,Haut,300 x 250,Rubicon,10121,0.72%,ND,ND
2017/03/11,3419,1982,0.19,393782-9,AMS Market Place,57.97%,0.1,Footito,Footito_160x600_RG_ATF,Haut,160x600,Rubicon,3540,3.42%,ND,ND
2017/03/11,13410,1519,0.19,394166-88,AMS Market Place,11.33%,0.13,Hockey Hebdo,HockeyHebdo_300x250_RG_BTF,Bas,300 x 600,Rubicon,26702,49.78%,ND,ND
2017/03/11,3305,626,0.18,393322-15,AMS Market Place,18.94%,0.29,Cahiers du Football,CahierDuFootball_300x250_RG_ATF,Haut,300 x 250,Rubicon,3392,2.56%,ND,ND
2017/03/11,581,229,0.17,456346-57,AMS Market Place,39.41%,0.74,Track and Life,TrackAndLife_728x90_ATF_RG,Haut,970 x 250,Rubicon,615,5.53%,ND,ND
2017/03/11,474,213,0.16,477700-10,AMS Market Place,44.94%,0.75,Rugby Amateur,RugbyAmateur_300x250_RG_ATF,Haut,300 x 600,Rubicon,521,9.02%,ND,ND
2017/03/11,3315,446,0.13,393782-2,AMS Market Place,13.45%,0.29,Footito,Footito_728x90_RG_ATF,Haut,728 x 90,Rubicon,1484,-123.38%,ND,ND
2017/03/11,15223,230,0.13,460206-2,AMS Market Place,1.51%,0.57,Football Club de Marseille,FCMarseille_728x90_RG_ATF,Haut,728 x 90,Rubicon,15294,0.46%,ND,ND
2017/03/11,538,180,0.12,456346-10,AMS Market Place,33.46%,0.67,Track and Life,TrackAndLife_300x600_ATF_RG,Haut,300 x 600,Rubicon,567,5.11%,ND,ND
2017/03/11,2939,387,0.12,393782-15,AMS Market Place,13.17%,0.31,Footito,Footito_300x250_RG_ATF,Haut,300 x 250,Rubicon,2920,-0.65%,ND,ND
2017/03/11,971,357,0.12,392430-15,AMS Market Place,36.77%,0.34,Actu Rugby,ActuRugby_300x250_RG_ATF,Haut,300 x 250,Rubicon,944,-2.86%,ND,ND
2017/03/11,1624,140,0.11,393782-57,AMS Market Place,8.62%,0.79,Footito,Footito_728x90_RG_ATF,Haut,970 x 250,Rubicon,1625,0.06%,ND,ND
2017/03/11,15668,547,0.11,394190-43,AMS Market Place,3.49%,0.2,Actu Rugby,ActuRugby_320x50_MOB_ATF,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,2722,868,0.11,394024-2,AMS Market Place,31.89%,0.13,Handnews,Handnews_728x90_RG_BTF,Bas,728 x 90,Rubicon,2409,-12.99%,ND,ND
2017/03/11,425,304,0.11,477702-10,AMS Market Place,71.53%,0.36,Rugby Amateur,RugbyAmateur_300x250_RG_BTF,Bas,300 x 600,Rubicon,486,12.55%,ND,ND
2017/03/11,5557,831,0.11,393210-15,AMS Market Place,14.95%,0.13,Rugby Transferts,RugbyTransferts_300x250_RG_BTF,Bas,300 x 250,Rubicon,5653,1.70%,ND,ND
2017/03/11,1028,321,0.1,529906-2,AMS Market Place,31.23%,0.31,Le Sport Dauphinois,LeSportDauphinois_728x90_ATF_RG,Haut,728 x 90,Rubicon,986,-4.26%,ND,ND
2017/03/11,567,436,0.1,569748-15,AMS Market Place,76.90%,0.23,Plongeur,Plongeur_300x250_RG_BTF,Bas,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,1539,469,0.09,460246-15,AMS Market Place,30.47%,0.19,Footpack,Footpack_300x250_Atf_MOB,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,512,500,0.09,591326-15,AMS Market Place,97.66%,0.18,Track and Life,TrackAndLife_300x250_BTF_RG,Bas,300 x 250,Rubicon,539,5.01%,ND,ND
2017/03/11,536,493,0.09,591326-2,AMS Market Place,91.98%,0.18,Track and Life,TrackAndLife_728x90_BTF_RG,Bas,728 x 90,Rubicon,565,5.13%,ND,ND
2017/03/11,647,219,0.08,569746-15,AMS Market Place,33.85%,0.37,Plongeur,Plongeur_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,499,182,0.07,393466-15,AMS Market Place,36.47%,0.38,Surf Prevention,SurfPrevention_300x250_RG_ATF,Haut,300 x 250,Rubicon,483,-3.31%,ND,ND
2017/03/11,835,251,0.07,529906-15,AMS Market Place,30.06%,0.28,Le Sport Dauphinois,LeSportDauphinois_300x250_ATF_RG,Haut,300 x 250,Rubicon,853,2.11%,ND,ND
2017/03/11,3697,2995,0.07,413522-15,AMS Market Place,81.01%,0.02,Hockey Hebdo,HockeyHebdo_300x250_RG_2_BTF,STF,300 x 250,Rubicon,3797,2.63%,ND,ND
2017/03/11,1356,1157,0.06,471996-2,AMS Market Place,85.32%,0.05,DZFoot,DZFoot_728x90_RG_ATF,Haut,728 x 90,Rubicon,NA,NA,ND,ND
2017/03/11,217,64,0.06,395240-10,AMS Market Place,29.49%,0.94,Mango Surf,MangoSurf_300x250_RG_ATF,Haut,300 x 600,Rubicon,133,-63.16%,ND,ND
2017/03/11,93,55,0.05,595708-57,AMS Market Place,59.14%,0.91,Allo Surf,AlloSurf_728x90_RG_ATF,Haut,970 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,21140,216,0.05,460250-43,AMS Market Place,1.02%,0.23,Football Club de Marseille,FCMarseille_320x50_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,2104,247,0.05,456350-15,AMS Market Place,11.74%,0.2,Track and Life,TrackAndLife_300x250_BTF_RG,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,482,107,0.05,392430-2,AMS Market Place,22.20%,0.47,Actu Rugby,ActuRugby_728x90_RG_ATF,Haut,728 x 90,Rubicon,485,0.62%,ND,ND
2017/03/11,10104,292,0.04,394400-43,AMS Market Place,2.89%,0.14,Handnews,Mobile-Handnews-320x50,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,256,222,0.04,569746-9,AMS Market Place,86.72%,0.18,Plongeur,Plongeur_160x600_RG_ATF,Haut,160 x 600,Rubicon,NA,NA,ND,ND
2017/03/11,350,143,0.04,456346-15,AMS Market Place,40.86%,0.28,Track And Life,TrackAndLife_300x250_ATF_RG,Haut,300 x 250,Rubicon,358,2.23%,ND,ND
2017/03/11,346,326,0.04,456346-2,AMS Market Place,94.22%,0.12,Track And Life,TrackAndLife_728x90_ATF_RG,Haut,728 x 90,Rubicon,352,1.70%,ND,ND
2017/03/11,1166,113,0.03,569746-2,AMS Market Place,9.69%,0.27,Plongeur,Plongeur_728x90_RG_ATF,Haut,728 x 90,Rubicon,NA,NA,ND,ND
2017/03/11,3939,185,0.03,456350-43,AMS Market Place,4.70%,0.16,Track and Life,TrackAndLife_320x50_BTF_RG,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,6416,207,0.03,477712-43,AMS Market Place,3.23%,0.14,Rugby Amateur,RugbyAmateur_320x50_MOB-ATF,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,860,139,0.03,460246-43,AMS Market Place,16.16%,0.22,Footpack,Footpack_320x50_MOB_RG,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,335,107,0.03,393766-15,AMS Market Place,31.94%,0.28,Trimes,Trimes_300x250_RG_ATF,Haut,300 x 250,Rubicon,340,1.47%,ND,ND
2017/03/11,196,70,0.03,393466-2,AMS Market Place,35.71%,0.43,Surf Prevention,SurfPrevention_728x90_RG_ATF,Haut,728 x 90,Rubicon,176,-11.36%,ND,ND
2017/03/11,868,80,0.02,477700-2,AMS Market Place,9.22%,0.25,Rugby Amateur,RugbyAmateur_728x90_RG_ATF,Haut,728 x 90,Rubicon,883,1.70%,ND,ND
2017/03/11,756,658,0.02,471998-15,AMS Market Place,87.04%,0.03,DZFoot,DZFoot_300x250_RG_BTF,Bas,300 x 250,Rubicon,1030,26.60%,ND,ND
2017/03/11,568,71,0.02,497122-2,AMS Market Place,12.50%,0.28,Rugby Amateur,RugbyAmateur_728x90_RG_ATF,Haut,728 x 90,Rubicon,764,25.65%,ND,ND
2017/03/11,87,29,0.02,523436-57,AMS Market Place,33.33%,0.69,Nantes Direct,NantesDirect_728x90_ATF_RG,Haut,970 x 250,Rubicon,60,-45.00%,ND,ND
2017/03/11,88,33,0.02,395240-57,AMS Market Place,37.50%,0.61,Mango Surf,MangoSurf_728x90_RG_ATF,Haut,970 x 250,Rubicon,80,-10.00%,ND,ND
2017/03/11,911,531,0.02,444938-2,AMS Market Place,58.29%,0.04,Le Rugbynistere,Rugbynistere_728x90_RG_ATF,Haut,728 x 90,Rubicon,NA,NA,ND,ND
2017/03/11,517,30,0.02,393178-15,AMS Market Place,5.80%,0.67,Allo Surf,AlloSurf_300x250_RG_ATF,Haut,300 x 250,Rubicon,542,4.61%,ND,ND
2017/03/11,50,21,0.02,393368-57,AMS Market Place,42.00%,0.95,Rugbyto,Rugbyto_728x90_RG_ATF,Haut,970 x 250,Rubicon,50,0.00%,ND,ND
2017/03/11,822,24,0.02,523402-57,AMS Market Place,2.92%,0.83,Allez Marseille,AllezMarseille_728x90_ATF_RG,Haut,970 x 250,Rubicon,788,-4.31%,ND,ND
2017/03/11,78,21,0.02,523436-10,AMS Market Place,26.92%,0.95,Nantes Direct,NantesDirect_300x250_ATF_RG,Haut,300 x 600,Rubicon,57,-36.84%,ND,ND
2017/03/11,254,68,0.02,477700-15,AMS Market Place,26.77%,0.29,Rugby Amateur,RugbyAmateur_300x250_RG_ATF,Haut,300 x 250,Rubicon,261,2.68%,ND,ND
2017/03/11,721,103,0.02,477712-15,AMS Market Place,14.29%,0.19,Rugby Amateur,RugbyAmateur_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,314,13,0.01,523402-10,AMS Market Place,4.14%,0.77,Allez Marseille,AllezMarseille_300x250_ATF_RG,Haut,300 x 600,Rubicon,317,0.95%,ND,ND
2017/03/11,296,87,0.01,523406-15,AMS Market Place,29.39%,0.11,Allez Marseille,AllezMarseille_300x250_ATF_RG,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,121,18,0.01,392880-10,AMS Market Place,14.88%,0.56,Parce Que Toulon,ParceQueToulon_300x250_RG_ATF,Haut,300 x 600,Rubicon,109,-11.01%,ND,ND
2017/03/11,497,386,0.01,529908-15,AMS Market Place,77.67%,0.03,Le Sport Dauphinois,LeSportDauphinois_300x250_BTF_RG,Bas,300 x 250,Rubicon,516,3.68%,ND,ND
2017/03/11,335,22,0.01,595706-57,AMS Market Place,6.57%,0.45,Actu Rugby,ActuRugby_728x90_RG_ATF,Haut,970 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,237,15,0.01,393178-2,AMS Market Place,6.33%,0.67,Allo Surf,AlloSurf_728x90_RG_ATF,Haut,728 x 90,Rubicon,241,1.66%,ND,ND
2017/03/11,49,12,0.01,393368-10,AMS Market Place,24.49%,0.83,Rugbyto,Rugbyto_300x250_RG_ATF,Haut,300 x 600,Rubicon,49,0.00%,ND,ND
2017/03/11,74,58,0.01,523438-2,AMS Market Place,78.38%,0.17,Nantes Direct,NantesDirect_728x90_BTF_RG,Bas,728 x 90,Rubicon,51,-45.10%,ND,ND
2017/03/11,303,258,0.01,595706-2,AMS Market Place,85.15%,0.04,Actu Rugby,ActuRugby_728x90_RG_ATF,Haut,728 x 90,Rubicon,313,3.19%,ND,ND
2017/03/11,204,72,0.01,569748-12,AMS Market Place,35.29%,0.14,Plongeur,Plongeur_120x240_RG_BTF,Bas,120 x 240,Rubicon,NA,NA,ND,ND
2017/03/11,327,44,0.01,523406-43,AMS Market Place,13.46%,0.23,Allez Marseille,AllezMarseille_320x50_ATF_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,265,214,0.01,595708-15,AMS Market Place,80.75%,0.05,Allo Surf,AlloSurf_300x250_RG_ATF,Haut,300 x 250,Rubicon,270,1.85%,ND,ND
2017/03/11,146,15,0.01,395240-15,AMS Market Place,10.27%,0.67,Mango Surf,MangoSurf_300x250_RG_ATF,Haut,300 x 250,Rubicon,153,4.58%,ND,ND
2017/03/11,114,26,0,477702-15,AMS Market Place,22.81%,0,Rugby Amateur,RugbyAmateur_300x250_RG_BTF,Bas,300 x 250,Rubicon,121,5.79%,ND,ND
2017/03/11,258,52,0,523404-2,AMS Market Place,20.16%,0,Allez Marseille,AllezMarseille_728x90_BTF_RG,Bas,728 x 90,Rubicon,256,-0.78%,ND,ND
2017/03/11,166,28,0,395364-43,AMS Market Place,16.87%,0,Mango Surf,MangoSurf_320x50_MOB_ATF,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,298,41,0,523402-15,AMS Market Place,13.76%,0,Allez Marseille,AllezMarseille_300x250_RG_ATF,Haut,300 x 250,Rubicon,301,1.00%,ND,ND
2017/03/11,98,14,0,392880-15,AMS Market Place,14.29%,0,Parce Que Toulon,ParceQueToulon_300x250_RG_ATF,Haut,300 x 250,Rubicon,103,4.85%,ND,ND
2017/03/11,175,21,0,523452-15,AMS Market Place,12.00%,0,Nantes Direct,NantesDirect_300x250_ATF_MOB,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,55,12,0,523436-15,AMS Market Place,21.82%,0,Nantes Direct,NantesDirect_300x250_ATF_RG,Haut,300 x 250,Rubicon,57,3.51%,ND,ND
2017/03/11,185,85,0,571448-12,AMS Market Place,45.95%,0,Plongeur,Plongeur_120x240_RG_ATF,Haut,120 x 240,Rubicon,NA,NA,ND,ND
2017/03/11,1240,1,0,393188-68,AMS Market Place,0.08%,0,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/11,89,7,0,395240-2,AMS Market Place,7.87%,0,Mango Surf,MangoSurf_728x90_RG_ATF,Haut,728 x 90,Rubicon,55,-61.82%,ND,ND
2017/03/11,191,10,0,523452-43,AMS Market Place,5.24%,0,Nantes Direct,NantesDirect_320x50_ATF_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,17,14,0,392892-10,AMS Market Place,82.35%,0,Parce Que Toulon,ParceQueToulon_300x250_RG_BTF,Bas,300 x 600,Rubicon,19,10.53%,ND,ND
2017/03/11,56,38,0,523436-2,AMS Market Place,67.86%,0,Nantes Direct,NantesDirect_728x90_ATF_RG,Haut,728 x 90,Rubicon,58,3.45%,ND,ND
