date,impressions reçues,impressions prises,revenu,key,inventaire,fillRate,cpm,site,emplacement,position,format,annonceur,impressions envoyees,discrepencies,impressions facturables,campagne
2017/03/15,NA,2664,7.99,4566,AMS Market Place,NA,3,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/15,NA,1173,3.57,4567,AMS Market Place,28.40%,3.04,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,4130,NA,ND,ND
2017/03/15,NA,180,0.55,4571,AMS Market Place,8.59%,3.06,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,2095,NA,ND,ND
2017/03/15,NA,5,0.02,8100,AMS Market Place,1.85%,4,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,271,NA,ND,ND
2017/03/15,NA,2121,6.38,13359,AMS Market Place,19.63%,3.01,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,10803,NA,ND,ND
2017/03/16,NA,2548,7.68,1113,AMS Market Place,12.05%,3.01,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,21145,NA,ND,ND
2017/03/16,NA,14309,47.82,1801,AMS Market Place,27.74%,3.34,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,51577,NA,ND,ND
2017/03/16,NA,1345,4.09,1802,AMS Market Place,33.37%,3.04,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,4030,NA,ND,ND
2017/03/16,NA,380,1.14,2437,AMS Market Place,6.32%,3,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,6012,NA,ND,ND
2017/03/16,NA,326,1.02,4565,AMS Market Place,8.01%,3.13,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,4070,NA,ND,ND
2017/03/16,NA,2470,7.41,4566,AMS Market Place,NA,3,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/16,NA,811,2.48,4567,AMS Market Place,12.07%,3.06,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,6718,NA,ND,ND
2017/03/16,NA,145,0.45,4571,AMS Market Place,7.17%,3.1,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,2021,NA,ND,ND
2017/03/16,NA,19,0.07,8100,AMS Market Place,6.09%,3.68,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,312,NA,ND,ND
2017/03/16,NA,1577,4.73,13359,AMS Market Place,20.82%,3,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,7573,NA,ND,ND
2017/03/17,NA,3204,9.65,1113,AMS Market Place,10.76%,3.01,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,29769,NA,ND,ND
2017/03/17,NA,15498,54.65,1801,AMS Market Place,33.14%,3.53,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,46761,NA,ND,ND
2017/03/17,NA,1829,5.55,1802,AMS Market Place,42.12%,3.03,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,4342,NA,ND,ND
2017/03/17,NA,351,1.08,2437,AMS Market Place,8.04%,3.08,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,4368,NA,ND,ND
2017/03/17,NA,137,0.42,4565,AMS Market Place,6.75%,3.07,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,2031,NA,ND,ND
2017/03/17,NA,2096,6.3,4566,AMS Market Place,NA,3.01,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/17,NA,638,1.94,4567,AMS Market Place,13.94%,3.04,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,4578,NA,ND,ND
2017/03/17,NA,140,0.43,4571,AMS Market Place,5.17%,3.07,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,2708,NA,ND,ND
2017/03/17,NA,8,0.03,8100,AMS Market Place,4.49%,3.75,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,178,NA,ND,ND
2017/03/17,NA,1745,5.24,13359,AMS Market Place,17.42%,3,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,10017,NA,ND,ND
2017/03/18,NA,3739,11.27,1113,AMS Market Place,9.84%,3.01,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,37985,NA,ND,ND
2017/03/18,NA,14483,59.64,1801,AMS Market Place,40.03%,4.12,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,36180,NA,ND,ND
2017/03/18,NA,1053,3.18,1802,AMS Market Place,40.83%,3.02,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,2579,NA,ND,ND
2017/03/18,NA,435,1.31,2437,AMS Market Place,6.19%,3.01,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,7030,NA,ND,ND
2017/03/18,NA,75,0.23,4565,AMS Market Place,9.33%,3.07,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,804,NA,ND,ND
2017/03/18,NA,1039,3.13,4566,AMS Market Place,NA,3.01,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/18,NA,1432,4.35,4567,AMS Market Place,30.79%,3.04,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,4651,NA,ND,ND
2017/03/18,NA,101,0.32,4571,AMS Market Place,5.52%,3.17,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1830,NA,ND,ND
2017/03/18,NA,11,0.03,8100,AMS Market Place,3.94%,2.73,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,279,NA,ND,ND
2017/03/18,NA,720,2.18,13359,AMS Market Place,16.97%,3.03,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,4242,NA,ND,ND
2017/03/19,NA,3537,10.66,1113,AMS Market Place,13.13%,3.01,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,26931,NA,ND,ND
2017/03/19,NA,14802,56.09,1801,AMS Market Place,38.28%,3.79,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,38672,NA,ND,ND
2017/03/19,NA,1730,5.25,1802,AMS Market Place,67.24%,3.03,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,2573,NA,ND,ND
2017/03/19,NA,611,1.83,2437,AMS Market Place,6.19%,3,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,9875,NA,ND,ND
2017/03/19,NA,74,0.24,4565,AMS Market Place,7.62%,3.24,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,971,NA,ND,ND
2017/03/19,NA,1133,3.4,4566,AMS Market Place,NA,3,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/19,NA,1146,3.49,4567,AMS Market Place,29.95%,3.05,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,3827,NA,ND,ND
2017/03/19,NA,64,0.21,4571,AMS Market Place,4.04%,3.28,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1584,NA,ND,ND
2017/03/19,NA,717,2.3,13359,AMS Market Place,16.96%,3.21,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,4227,NA,ND,ND
2017/03/20,NA,4537,13.73,1113,AMS Market Place,17.11%,3.03,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,26509,NA,ND,ND
2017/03/20,NA,19267,63.66,1801,AMS Market Place,31.65%,3.3,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,60869,NA,ND,ND
2017/03/20,NA,1816,5.5,1802,AMS Market Place,31.13%,3.03,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,5834,NA,ND,ND
2017/03/20,NA,557,1.68,2437,AMS Market Place,8.47%,3.02,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,6579,NA,ND,ND
2017/03/20,NA,195,0.61,4565,AMS Market Place,9.61%,3.13,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,2030,NA,ND,ND
2017/03/20,NA,2539,7.62,4566,AMS Market Place,NA,3,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/20,NA,1089,3.3,4567,AMS Market Place,15.60%,3.03,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,6980,NA,ND,ND
2017/03/20,NA,158,0.49,4571,AMS Market Place,7.47%,3.1,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,2115,NA,ND,ND
2017/03/20,NA,2,0.01,8100,AMS Market Place,0.78%,5,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,255,NA,ND,ND
2017/03/20,NA,634,1.92,13359,AMS Market Place,21.26%,3.03,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,2982,NA,ND,ND
2017/03/21,NA,5665,17.16,1113,AMS Market Place,29.11%,3.03,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,19464,NA,ND,ND
2017/03/21,NA,10382,36.68,1801,AMS Market Place,27.74%,3.53,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,37421,NA,ND,ND
2017/03/21,NA,2200,6.67,1802,AMS Market Place,39.56%,3.03,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,5561,NA,ND,ND
2017/03/21,NA,428,1.29,2437,AMS Market Place,10.57%,3.01,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,4051,NA,ND,ND
2017/03/21,NA,252,0.78,4565,AMS Market Place,12.71%,3.1,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1982,NA,ND,ND
2017/03/21,NA,2173,6.51,4566,AMS Market Place,NA,3,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/21,NA,1358,4.15,4567,AMS Market Place,21.70%,3.06,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,6258,NA,ND,ND
2017/03/21,NA,150,0.46,4571,AMS Market Place,9.49%,3.07,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1581,NA,ND,ND
2017/03/21,NA,2,0.01,8100,AMS Market Place,0.88%,5,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,227,NA,ND,ND
2017/03/21,NA,211,0.65,13359,AMS Market Place,21.51%,3.08,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,981,NA,ND,ND
2017/03/22,NA,3361,10.18,1113,AMS Market Place,27.39%,3.03,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,12273,NA,ND,ND
2017/03/22,NA,10511,36.88,1801,AMS Market Place,30.05%,3.51,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,34984,NA,ND,ND
2017/03/22,NA,1893,5.75,1802,AMS Market Place,42.50%,3.04,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,4454,NA,ND,ND
2017/03/22,NA,772,2.34,2437,AMS Market Place,11.87%,3.03,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,6505,NA,ND,ND
2017/03/22,NA,196,0.6,4565,AMS Market Place,12.33%,3.06,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1589,NA,ND,ND
2017/03/22,NA,1873,5.64,4566,AMS Market Place,NA,3.01,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/22,NA,1673,5.11,4567,AMS Market Place,25.20%,3.05,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,6638,NA,ND,ND
2017/03/22,NA,87,0.28,4571,AMS Market Place,7.31%,3.22,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1190,NA,ND,ND
2017/03/22,NA,34,0.11,8100,AMS Market Place,8.08%,3.24,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,421,NA,ND,ND
2017/03/22,NA,132,0.41,13359,AMS Market Place,16.71%,3.11,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,790,NA,ND,ND
2017/03/23,NA,2393,7.34,1113,AMS Market Place,31.22%,3.07,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,7665,NA,ND,ND
2017/03/23,NA,11695,45.45,1801,AMS Market Place,29.81%,3.89,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,39235,NA,ND,ND
2017/03/23,NA,1680,5.09,1802,AMS Market Place,51.80%,3.03,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,3243,NA,ND,ND
2017/03/23,NA,950,2.9,2437,AMS Market Place,13.32%,3.05,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,7131,NA,ND,ND
2017/03/23,NA,104,0.33,4565,AMS Market Place,11.38%,3.17,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,914,NA,ND,ND
2017/03/23,NA,2181,6.59,4566,AMS Market Place,NA,3.02,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/23,NA,1817,5.54,4567,AMS Market Place,27.62%,3.05,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,6579,NA,ND,ND
2017/03/23,NA,119,0.37,4571,AMS Market Place,10.73%,3.11,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1109,NA,ND,ND
2017/03/23,NA,63,0.23,8100,AMS Market Place,17.50%,3.65,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,360,NA,ND,ND
2017/03/23,NA,189,0.57,13359,AMS Market Place,26.10%,3.02,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,724,NA,ND,ND
2017/03/24,NA,4798,14.55,1113,AMS Market Place,25.70%,3.03,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,18671,NA,ND,ND
2017/03/24,NA,10599,46.86,1801,AMS Market Place,30.18%,4.42,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,35116,NA,ND,ND
2017/03/24,NA,1791,5.47,1802,AMS Market Place,47.57%,3.05,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,3765,NA,ND,ND
2017/03/24,NA,790,2.38,2437,AMS Market Place,11.05%,3.01,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,7147,NA,ND,ND
2017/03/24,NA,74,0.25,4565,AMS Market Place,10.36%,3.38,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,714,NA,ND,ND
2017/03/24,NA,2647,8.05,4566,AMS Market Place,NA,3.04,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/24,NA,891,2.84,4567,AMS Market Place,30.20%,3.19,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,2950,NA,ND,ND
2017/03/24,NA,177,0.56,4571,AMS Market Place,15.89%,3.16,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1114,NA,ND,ND
2017/03/24,NA,28,0.09,8100,AMS Market Place,15.05%,3.21,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,186,NA,ND,ND
2017/03/24,NA,274,0.85,13359,AMS Market Place,27.05%,3.1,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1013,NA,ND,ND
2017/03/25,NA,5133,15.52,1113,AMS Market Place,25.13%,3.02,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,20422,NA,ND,ND
2017/03/25,NA,6024,26.81,1801,AMS Market Place,30.98%,4.45,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,19446,NA,ND,ND
2017/03/25,NA,1299,4.01,1802,AMS Market Place,66.04%,3.09,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1967,NA,ND,ND
2017/03/25,NA,600,1.9,2437,AMS Market Place,9.08%,3.17,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,6609,NA,ND,ND
2017/03/25,NA,90,0.29,4565,AMS Market Place,14.13%,3.22,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,637,NA,ND,ND
2017/03/25,NA,1389,4.37,4566,AMS Market Place,NA,3.15,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/25,NA,1059,3.42,4567,AMS Market Place,43.89%,3.23,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,2413,NA,ND,ND
2017/03/25,NA,64,0.21,4571,AMS Market Place,7.54%,3.28,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,849,NA,ND,ND
2017/03/25,NA,43,0.14,8100,AMS Market Place,13.69%,3.26,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,314,NA,ND,ND
2017/03/25,NA,209,0.66,13359,AMS Market Place,36.73%,3.16,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,569,NA,ND,ND
2017/03/26,NA,3148,9.64,1113,AMS Market Place,24.48%,3.06,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,12860,NA,ND,ND
2017/03/26,NA,4234,18.05,1801,AMS Market Place,28.36%,4.26,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,14929,NA,ND,ND
2017/03/26,NA,595,1.82,1802,AMS Market Place,34.00%,3.06,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1750,NA,ND,ND
2017/03/26,NA,765,2.32,2437,AMS Market Place,8.64%,3.03,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,8859,NA,ND,ND
2017/03/26,NA,72,0.22,4565,AMS Market Place,13.07%,3.06,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,551,NA,ND,ND
2017/03/26,NA,1416,4.51,4566,AMS Market Place,NA,3.19,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/26,NA,1214,3.94,4567,AMS Market Place,55.48%,3.25,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,2188,NA,ND,ND
2017/03/26,NA,78,0.26,4571,AMS Market Place,5.74%,3.33,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1359,NA,ND,ND
2017/03/26,NA,25,0.08,8100,AMS Market Place,12.32%,3.2,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,203,NA,ND,ND
2017/03/26,NA,176,0.57,13359,AMS Market Place,36.44%,3.24,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,483,NA,ND,ND
2017/03/27,NA,1510,4.58,1113,AMS Market Place,20.88%,3.03,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,7232,NA,ND,ND
2017/03/27,NA,9596,31.59,1801,AMS Market Place,27.49%,3.29,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,34913,NA,ND,ND
2017/03/27,NA,2110,6.39,1802,AMS Market Place,26.66%,3.03,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,7914,NA,ND,ND
2017/03/27,NA,577,1.74,2437,AMS Market Place,9.08%,3.02,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,6357,NA,ND,ND
2017/03/27,NA,211,0.66,4565,AMS Market Place,10.02%,3.13,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,2106,NA,ND,ND
2017/03/27,NA,2602,8.02,4566,AMS Market Place,NA,3.08,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/27,NA,1610,5.03,4567,AMS Market Place,28.67%,3.12,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,5615,NA,ND,ND
2017/03/27,NA,142,0.46,4571,AMS Market Place,11.85%,3.24,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1198,NA,ND,ND
2017/03/27,NA,15,0.05,8100,AMS Market Place,5.08%,3.33,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,295,NA,ND,ND
2017/03/27,NA,209,0.66,13359,AMS Market Place,28.87%,3.16,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,724,NA,ND,ND
2017/03/28,NA,1700,5.13,1113,AMS Market Place,19.38%,3.02,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,8770,NA,ND,ND
2017/03/28,NA,4331,14.2,1801,AMS Market Place,19.94%,3.28,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,21724,NA,ND,ND
2017/03/28,NA,1832,5.55,1802,AMS Market Place,56.09%,3.03,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,3266,NA,ND,ND
2017/03/28,NA,522,1.57,2437,AMS Market Place,7.28%,3.01,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,7169,NA,ND,ND
2017/03/28,NA,170,0.53,4565,AMS Market Place,12.58%,3.12,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1351,NA,ND,ND
2017/03/28,NA,1941,5.83,4566,AMS Market Place,NA,3,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/28,NA,1221,3.71,4567,AMS Market Place,26.23%,3.04,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,4655,NA,ND,ND
2017/03/28,NA,48,0.14,4571,AMS Market Place,4.04%,2.92,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1189,NA,ND,ND
2017/03/28,NA,39,0.12,8100,AMS Market Place,11.61%,3.08,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,336,NA,ND,ND
2017/03/28,NA,115,0.35,13359,AMS Market Place,21.74%,3.04,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,529,NA,ND,ND
2017/03/29,NA,790,2.38,1113,AMS Market Place,10.80%,3.01,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,7312,NA,ND,ND
2017/03/29,NA,5308,19.35,1801,AMS Market Place,25.38%,3.65,Le Rugbynistere,Rugbynistere_Habillage_RG_ATF,Haut,1600x1000,Sublime Skinz,20913,NA,ND,ND
2017/03/29,NA,1247,3.8,1802,AMS Market Place,32.95%,3.05,Rugby Transferts,RugbyTransferts_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,3785,NA,ND,ND
2017/03/29,NA,657,1.99,2437,AMS Market Place,8.42%,3.03,Hockey Hebdo,HockeyHebdo_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,7801,NA,ND,ND
2017/03/29,NA,98,0.3,4565,AMS Market Place,7.77%,3.06,Sportune,Sportune_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1261,NA,ND,ND
2017/03/29,NA,1908,5.76,4566,AMS Market Place,NA,3.02,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,NA,NA,ND,ND
2017/03/29,NA,611,1.86,4567,AMS Market Place,15.59%,3.04,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,3920,NA,ND,ND
2017/03/29,NA,23,0.07,4571,AMS Market Place,1.96%,3.04,Footito,Footito_Habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,1176,NA,ND,ND
2017/03/29,NA,34,0.12,8100,AMS Market Place,12.41%,3.53,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,274,NA,ND,ND
2017/03/29,NA,111,0.38,13359,AMS Market Place,15.37%,3.42,Scorecast,Scorecast_habillage_1x1_RG_ATF,Haut,1600 x 1000,Sublime Skinz,722,NA,ND,ND
2017/03/30,NA,941,3.01,1113,AMS Market Place,13.92%,3.2,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Sublime Skinz,6759,NA,ND,ND
